event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
Portugal Challenger Series - Round 4,DoublesMixed,Ines Sofia Maia,Portugal,Ruben Alexandre Lopes Gomes,Portugal,Mariana Prego Tudella Da Silva Pessanha,Portugal,Rian Veiga,Portugal,0.0,2021-05-29T15:45:00,2,0,24,22,12,11,12,11,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Alan Marcelo Ferreira Cavalcanti,Portugal,Rafaela Ferreira Veiga,Portugal,Ines Sofia Maia,Portugal,Ruben Alexandre Lopes Gomes,Portugal,0.0,2021-05-29T16:15:00,2,0,24,9,12,6,12,3,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Guilherme Henriques,Portugal,Jade Gomes Clementino,Portugal,Mariana Prego Tudella Da Silva Pessanha,Portugal,Rian Veiga,Portugal,0.0,2021-05-29T16:15:00,2,1,32,20,8,12,12,5,12,3
Portugal Challenger Series - Round 4,DoublesMixed,Carolina Pereira Ferreira,Portugal,Renato Alexandre Tereso Bento,Portugal,Beatriz  Vieira Da Silva,Portugal,Dyego Ferreira Sousa,Portugal,0.0,2021-05-29T16:45:00,1,2,22,34,4,12,12,10,6,12
Portugal Challenger Series - Round 4,DoublesMixed,Edgar Alexandre Aguilar Botas,Portugal,Marcia Da Conceicao Duarte Anibal,Portugal,Amanda Torres Hollerbach,Portugal,Bruno Alves De Carvalho,Portugal,0.0,2021-05-29T16:45:00,0,2,8,24,5,12,3,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Amanda Torres Hollerbach,Portugal,Bruno Alves De Carvalho,Portugal,Beatriz  Vieira Da Silva,Portugal,Dyego Ferreira Sousa,Portugal,0.0,2021-05-29T15:45:00,0,2,9,24,4,12,5,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Carolina Pereira Ferreira,Portugal,Renato Alexandre Tereso Bento,Portugal,Edgar Alexandre Aguilar Botas,Portugal,Marcia Da Conceicao Duarte Anibal,Portugal,0.0,2021-05-29T15:45:00,2,0,24,6,12,3,12,3,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Edgar Alexandre Aguilar Botas,Portugal,Marcia Da Conceicao Duarte Anibal,Portugal,Beatriz  Vieira Da Silva,Portugal,Dyego Ferreira Sousa,Portugal,0.0,2021-05-29T16:15:00,0,2,4,24,0,12,4,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Carolina Pereira Ferreira,Portugal,Renato Alexandre Tereso Bento,Portugal,Amanda Torres Hollerbach,Portugal,Bruno Alves De Carvalho,Portugal,0.0,2021-05-29T16:15:00,2,0,24,15,12,9,12,6,0,0
Portugal Challenger Series - Round 4,SinglesFree,Alan Marcelo Ferreira Cavalcanti,Portugal,,,Afonso Cavalheiro,Portugal,,,1.0,2021-05-29T13:00:00,2,0,24,16,12,10,12,6,0,0
Portugal Challenger Series - Round 4,SinglesFree,Dyego Ferreira Sousa,Portugal,,,Baptiste Berna,Portugal,,,1.0,2021-05-29T13:00:00,1,2,29,30,12,6,10,12,7,12
Portugal Challenger Series - Round 4,SinglesFree,Thiago Marcelino Figueredo,Portugal,,,Guilherme Henriques,Portugal,,,1.0,2021-05-29T13:00:00,0,2,12,24,5,12,7,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Luis Fernando Caetano Dos Santos,Portugal,,,Dionisio Manuel Brito Pereira Goncalves,Portugal,,,1.0,2021-05-29T13:00:00,2,1,35,27,12,8,11,12,12,7
Portugal Challenger Series - Round 4,SinglesFree,Alan Marcelo Ferreira Cavalcanti,Portugal,,,Baptiste Berna,Portugal,,,1.0,2021-05-29T13:30:00,2,0,24,21,12,11,12,10,0,0
Portugal Challenger Series - Round 4,SinglesFree,Guilherme Henriques,Portugal,,,Luis Fernando Caetano Dos Santos,Portugal,,,1.0,2021-05-29T13:30:00,0,2,14,24,6,12,8,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Baptiste Berna,Portugal,,,Guilherme Henriques,Portugal,,,1.0,2021-05-29T14:00:00,2,0,24,16,12,7,12,9,0,0
Portugal Challenger Series - Round 4,SinglesFree,Alan Marcelo Ferreira Cavalcanti,Portugal,,,Luis Fernando Caetano Dos Santos,Portugal,,,1.0,2021-05-29T14:30:00,0,2,19,24,8,12,11,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Alan Marcelo Ferreira Cavalcanti,Portugal,Rafaela Ferreira Veiga,Portugal,Carolina Pereira Ferreira,Portugal,Renato Alexandre Tereso Bento,Portugal,1.0,2021-05-29T17:30:00,2,0,24,17,12,9,12,8,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Guilherme Henriques,Portugal,Jade Gomes Clementino,Portugal,Beatriz  Vieira Da Silva,Portugal,Dyego Ferreira Sousa,Portugal,1.0,2021-05-29T17:30:00,0,2,10,23,6,12,4,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Carolina Pereira Ferreira,Portugal,Renato Alexandre Tereso Bento,Portugal,Guilherme Henriques,Portugal,Jade Gomes Clementino,Portugal,1.0,2021-05-29T17:45:00,2,0,24,10,12,5,12,5,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Alan Marcelo Ferreira Cavalcanti,Portugal,Rafaela Ferreira Veiga,Portugal,Beatriz  Vieira Da Silva,Portugal,Dyego Ferreira Sousa,Portugal,1.0,2021-05-29T18:30:00,0,2,13,24,7,12,6,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Bernardo De Sousa Laranjeira Bento,Portugal,Guilherme Henriques,Portugal,1.0,2021-05-30T13:45:00,2,1,35,23,12,8,11,12,12,3
Portugal Challenger Series - Round 4,DoublesFree,Christian Guerreiro,Portugal,Mario Jose Serralheiro Da Costa,Portugal,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,1.0,2021-05-30T13:45:00,0,2,8,24,4,12,4,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,Dyego Ferreira Sousa,Portugal,Wenderson De Arruda Said,Portugal,1.0,2021-05-30T13:45:00,2,1,32,23,8,12,12,1,12,10
Portugal Challenger Series - Round 4,DoublesFree,Rafael Jourdain Pio,Portugal,Rodrigo Filipe  Saraiva Taveira,Portugal,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,1.0,2021-05-30T13:45:00,0,2,19,24,8,12,11,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,1.0,2021-05-30T14:15:00,2,0,24,16,12,11,12,5,0,0
Portugal Challenger Series - Round 4,DoublesFree,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,1.0,2021-05-30T14:15:00,2,1,32,26,12,6,8,12,12,8
Portugal Challenger Series - Round 4,DoublesFree,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,1.0,2021-05-30T15:00:00,1,2,25,31,6,12,12,7,7,12
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,1.0,2021-05-30T15:30:00,1,2,29,27,10,12,12,3,7,12
Napoli Challenger Cup,DoublesMixed,Csaba Banyik,Hungary,Zsanett Janicsek,Hungary,Aleksandra Orzechowska,Poland,Balazs Katz,Hungary,0.0,2021-07-18T11:40:00,2,0,24,14,12,4,12,10,0,0
Napoli Challenger Cup,DoublesMixed,Bartlomiej Franczuk,Poland,Justyna Bartman,Poland,Mara Dalessandro,Italy,Vincenzo Streppone,Italy,0.0,2021-07-18T11:40:00,2,1,35,31,12,9,11,12,12,10
Napoli Challenger Cup,DoublesMixed,Giulia Ferrandi,Italy,Pasquale Errico,Italy,Aleksandra Orzechowska,Poland,Balazs Katz,Hungary,0.0,2021-07-18T11:15:00,0,2,16,24,9,12,7,12,0,0
Napoli Challenger Cup,DoublesMixed,Csaba Banyik,Hungary,Zsanett Janicsek,Hungary,Bartlomiej Franczuk,Poland,Justyna Bartman,Poland,0.0,2021-07-18T11:15:00,2,0,24,10,12,6,12,4,0,0
Napoli Challenger Cup,DoublesMixed,Bartlomiej Franczuk,Poland,Justyna Bartman,Poland,Giulia Ferrandi,Italy,Pasquale Errico,Italy,0.0,2021-07-18T10:50:00,2,1,34,27,10,12,12,10,12,5
Napoli Challenger Cup,DoublesMixed,Csaba Banyik,Hungary,Zsanett Janicsek,Hungary,Mara Dalessandro,Italy,Vincenzo Streppone,Italy,0.0,2021-07-18T10:50:00,2,0,24,8,12,5,12,3,0,0
Napoli Challenger Cup,DoublesMixed,Csaba Banyik,Hungary,Zsanett Janicsek,Hungary,Giulia Ferrandi,Italy,Pasquale Errico,Italy,0.0,2021-07-18T10:25:00,2,0,24,7,12,3,12,4,0,0
Napoli Challenger Cup,DoublesMixed,Mara Dalessandro,Italy,Vincenzo Streppone,Italy,Aleksandra Orzechowska,Poland,Balazs Katz,Hungary,0.0,2021-07-18T10:25:00,0,2,11,24,5,12,6,12,0,0
Napoli Challenger Cup,DoublesMixed,Mara Dalessandro,Italy,Vincenzo Streppone,Italy,Giulia Ferrandi,Italy,Pasquale Errico,Italy,0.0,2021-07-18T10:00:00,0,2,15,24,5,12,10,12,0,0
Napoli Challenger Cup,DoublesMixed,Bartlomiej Franczuk,Poland,Justyna Bartman,Poland,Aleksandra Orzechowska,Poland,Balazs Katz,Hungary,0.0,2021-07-18T10:00:00,0,2,17,24,6,12,11,12,0,0
Napoli Challenger Cup,DoublesMixed,Adam Blazsovics,Hungary,Gabriella Kota,Hungary,Fulvio Gallo,Italy,Giusy Moraca,Italy,0.0,2021-07-18T10:50:00,2,0,24,9,12,3,12,6,0,0
Napoli Challenger Cup,DoublesMixed,Adam Bako,Hungary,Lea Vasas,Hungary,Agnieszka Rybicka,Poland,Zalan Szegedi,Hungary,0.0,2021-07-18T10:50:00,2,0,24,15,12,5,12,10,0,0
Napoli Challenger Cup,DoublesMixed,Agnieszka Rybicka,Poland,Zalan Szegedi,Hungary,Fulvio Gallo,Italy,Giusy Moraca,Italy,0.0,2021-07-18T10:25:00,2,0,24,15,12,6,12,9,0,0
Napoli Challenger Cup,DoublesMixed,Adam Blazsovics,Hungary,Gabriella Kota,Hungary,Adam Bako,Hungary,Lea Vasas,Hungary,0.0,2021-07-18T10:25:00,1,2,30,34,9,12,12,10,9,12
Napoli Challenger Cup,DoublesMixed,Adam Bako,Hungary,Lea Vasas,Hungary,Fulvio Gallo,Italy,Giusy Moraca,Italy,0.0,2021-07-18T10:00:00,2,0,24,14,12,6,12,8,0,0
Napoli Challenger Cup,DoublesMixed,Adam Blazsovics,Hungary,Gabriella Kota,Hungary,Agnieszka Rybicka,Poland,Zalan Szegedi,Hungary,0.0,2021-07-18T10:00:00,2,0,24,12,12,5,12,7,0,0
Napoli Challenger Cup,DoublesFree,Adam Blazsovics,Hungary,Csaba Banyik,Hungary,Jonathan Coquelle,Belgium,Yassine Sahli,Tunisia,0.0,2021-07-18T14:25:00,2,1,35,17,11,12,12,1,12,4
Napoli Challenger Cup,DoublesFree,Arovetto Lombardi,Italy,Johnny  Lombardi,Italy,Francesco Badaracco,Italy,Vincenzo Streppone,Italy,0.0,2021-07-18T14:25:00,2,0,24,14,12,7,12,7,0,0
Napoli Challenger Cup,DoublesFree,Adam Blazsovics,Hungary,Csaba Banyik,Hungary,Arovetto Lombardi,Italy,Johnny  Lombardi,Italy,0.0,2021-07-18T15:15:00,2,0,24,6,12,1,12,5,0,0
Napoli Challenger Cup,DoublesFree,Jonathan Coquelle,Belgium,Yassine Sahli,Tunisia,Francesco Badaracco,Italy,Vincenzo Streppone,Italy,0.0,2021-07-18T15:15:00,2,0,24,8,12,5,12,3,0,0
Napoli Challenger Cup,DoublesFree,Arovetto Lombardi,Italy,Johnny  Lombardi,Italy,Jonathan Coquelle,Belgium,Yassine Sahli,Tunisia,0.0,2021-07-18T16:05:00,0,2,18,24,7,12,11,12,0,0
Napoli Challenger Cup,DoublesFree,Adam Blazsovics,Hungary,Csaba Banyik,Hungary,Francesco Badaracco,Italy,Vincenzo Streppone,Italy,0.0,2021-07-18T16:05:00,2,0,24,3,12,1,12,2,0,0
Napoli Challenger Cup,DoublesFree,Lukas Flaks,Czech Republic,Petr Bubniak,Czech Republic,Leandro Spina,Italy,Roberto Dello Russo,Italy,0.0,2021-07-18T16:30:00,2,0,24,16,12,8,12,8,0,0
Napoli Challenger Cup,DoublesFree,Fulvio Gallo,Italy,Pasquale Errico,Italy,Gabriella Kota,Hungary,Zsanett Janicsek,Hungary,0.0,2021-07-18T16:30:00,0,2,20,24,10,12,10,12,0,0
Napoli Challenger Cup,DoublesFree,Gabriella Kota,Hungary,Zsanett Janicsek,Hungary,Leandro Spina,Italy,Roberto Dello Russo,Italy,0.0,2021-07-18T15:40:00,2,0,24,19,12,9,12,10,0,0
Napoli Challenger Cup,DoublesFree,Lukas Flaks,Czech Republic,Petr Bubniak,Czech Republic,Fulvio Gallo,Italy,Pasquale Errico,Italy,0.0,2021-07-18T15:40:00,2,0,24,15,12,10,12,5,0,0
Napoli Challenger Cup,DoublesFree,Fulvio Gallo,Italy,Pasquale Errico,Italy,Leandro Spina,Italy,Roberto Dello Russo,Italy,0.0,2021-07-18T14:25:00,2,0,24,11,12,8,12,3,0,0
Napoli Challenger Cup,DoublesFree,Lukas Flaks,Czech Republic,Petr Bubniak,Czech Republic,Gabriella Kota,Hungary,Zsanett Janicsek,Hungary,0.0,2021-07-18T14:25:00,2,0,24,17,12,7,12,10,0,0
Napoli Challenger Cup,DoublesFree,Balazs Katz,Hungary,Zalan Szegedi,Hungary,Abel  Hegedus,Hungary,Barna Kovacsfi,Hungary,0.0,2021-07-18T15:15:00,0,2,17,24,8,12,9,12,0,0
Napoli Challenger Cup,DoublesFree,Adrien Uka,Kosovo,Lionel Beyer,France,Agnieszka Rybicka,Poland,Aleksandra Orzechowska,Poland,0.0,2021-07-18T15:15:00,2,0,24,12,12,8,12,4,0,0
Napoli Challenger Cup,DoublesFree,Balazs Katz,Hungary,Zalan Szegedi,Hungary,Adrien Uka,Kosovo,Lionel Beyer,France,0.0,2021-07-18T15:40:00,2,0,24,18,12,9,12,9,0,0
Napoli Challenger Cup,DoublesFree,Agnieszka Rybicka,Poland,Aleksandra Orzechowska,Poland,Carmine Lotti,Italy,Mario Di Prisco,Italy,0.0,2021-07-18T15:40:00,1,2,27,34,12,10,9,12,6,12
Napoli Challenger Cup,DoublesFree,Adrien Uka,Kosovo,Lionel Beyer,France,Abel  Hegedus,Hungary,Barna Kovacsfi,Hungary,0.0,2021-07-18T16:30:00,1,2,25,31,12,7,6,12,7,12
Napoli Challenger Cup,DoublesFree,Balazs Katz,Hungary,Zalan Szegedi,Hungary,Carmine Lotti,Italy,Mario Di Prisco,Italy,0.0,2021-07-18T16:30:00,2,0,24,9,12,4,12,5,0,0
Napoli Challenger Cup,DoublesFree,Balazs Katz,Hungary,Zalan Szegedi,Hungary,Agnieszka Rybicka,Poland,Aleksandra Orzechowska,Poland,0.0,2021-07-18T14:50:00,2,0,24,12,12,5,12,7,0,0
Napoli Challenger Cup,DoublesFree,Abel  Hegedus,Hungary,Barna Kovacsfi,Hungary,Carmine Lotti,Italy,Mario Di Prisco,Italy,0.0,2021-07-18T14:50:00,2,0,24,17,12,9,12,8,0,0
Napoli Challenger Cup,DoublesFree,Abel  Hegedus,Hungary,Barna Kovacsfi,Hungary,Agnieszka Rybicka,Poland,Aleksandra Orzechowska,Poland,0.0,2021-07-18T14:00:00,2,0,24,9,12,3,12,6,0,0
Napoli Challenger Cup,DoublesFree,Adrien Uka,Kosovo,Lionel Beyer,France,Carmine Lotti,Italy,Mario Di Prisco,Italy,0.0,2021-07-18T14:00:00,2,0,24,9,12,3,12,6,0,0
Napoli Challenger Cup,DoublesFree,Hugo Rabeux,France,Julien Grondin,France,Francesco Romano,Italy,Nicola Solimeno,Italy,0.0,2021-07-18T16:05:00,2,0,24,5,12,4,12,1,0,0
Napoli Challenger Cup,DoublesFree,Adam Bako,Hungary,Lea Vasas,Hungary,Anton Kiryakov,Bulgaria,Naycho Biserov,Bulgaria,0.0,2021-07-18T16:05:00,2,0,24,5,12,4,12,1,0,0
Napoli Challenger Cup,DoublesFree,Anton Kiryakov,Bulgaria,Naycho Biserov,Bulgaria,Francesco Romano,Italy,Nicola Solimeno,Italy,0.0,2021-07-18T14:50:00,0,2,9,24,1,12,8,12,0,0
Napoli Challenger Cup,DoublesFree,Hugo Rabeux,France,Julien Grondin,France,Adam Bako,Hungary,Lea Vasas,Hungary,0.0,2021-07-18T14:50:00,2,1,35,29,12,9,11,12,12,8
Napoli Challenger Cup,DoublesFree,Adam Bako,Hungary,Lea Vasas,Hungary,Francesco Romano,Italy,Nicola Solimeno,Italy,0.0,2021-07-18T14:00:00,2,0,24,6,12,1,12,5,0,0
Napoli Challenger Cup,DoublesFree,Hugo Rabeux,France,Julien Grondin,France,Anton Kiryakov,Bulgaria,Naycho Biserov,Bulgaria,0.0,2021-07-18T14:00:00,2,0,24,3,12,3,12,0,0,0
Napoli Challenger Cup,SinglesFree,Gianluca Melito,Italy,,,Jonathan Coquelle,Belgium,,,0.0,2021-07-17T13:20:00,0,2,8,24,3,12,5,12,0,0
Napoli Challenger Cup,SinglesFree,Adam Blazsovics,Hungary,,,Adrien Uka,Kosovo,,,0.0,2021-07-17T13:20:00,2,0,24,7,12,1,12,6,0,0
Napoli Challenger Cup,SinglesFree,Adrien Uka,Kosovo,,,Gianluca Melito,Italy,,,0.0,2021-07-17T12:30:00,2,0,24,8,12,4,12,4,0,0
Napoli Challenger Cup,SinglesFree,Adam Blazsovics,Hungary,,,Mario Di Prisco,Italy,,,0.0,2021-07-17T12:30:00,2,0,24,4,12,2,12,2,0,0
Napoli Challenger Cup,SinglesFree,Adam Blazsovics,Hungary,,,Gianluca Melito,Italy,,,0.0,2021-07-17T11:40:00,2,0,24,2,12,1,12,1,0,0
Napoli Challenger Cup,SinglesFree,Mario Di Prisco,Italy,,,Jonathan Coquelle,Belgium,,,0.0,2021-07-17T11:40:00,0,2,5,24,4,12,1,12,0,0
Napoli Challenger Cup,SinglesFree,Adam Blazsovics,Hungary,,,Jonathan Coquelle,Belgium,,,0.0,2021-07-17T15:00:00,2,0,24,4,12,3,12,1,0,0
Napoli Challenger Cup,SinglesFree,Adrien Uka,Kosovo,,,Mario Di Prisco,Italy,,,0.0,2021-07-17T15:00:00,2,0,24,8,12,5,12,3,0,0
Napoli Challenger Cup,SinglesFree,Mario Di Prisco,Italy,,,Gianluca Melito,Italy,,,0.0,2021-07-17T10:00:00,1,2,28,31,6,12,12,7,10,12
Napoli Challenger Cup,SinglesFree,Adrien Uka,Kosovo,,,Jonathan Coquelle,Belgium,,,0.0,2021-07-17T10:00:00,2,1,31,32,7,12,12,10,12,10
Napoli Challenger Cup,SinglesFree,Anton Kiryakov,Bulgaria,,,Johnny  Lombardi,Italy,,,0.0,2021-07-17T12:05:00,0,2,8,24,5,12,3,12,0,0
Napoli Challenger Cup,SinglesFree,Csaba Banyik,Hungary,,,Petr Bubniak,Czech Republic,,,0.0,2021-07-17T12:05:00,2,0,24,12,12,7,12,5,0,0
Napoli Challenger Cup,SinglesFree,Petr Bubniak,Czech Republic,,,Johnny  Lombardi,Italy,,,0.0,2021-07-17T10:25:00,2,0,24,10,12,6,12,4,0,0
Napoli Challenger Cup,SinglesFree,Csaba Banyik,Hungary,,,Anton Kiryakov,Bulgaria,,,0.0,2021-07-17T10:25:00,2,0,24,2,12,1,12,1,0,0
Napoli Challenger Cup,SinglesFree,Petr Bubniak,Czech Republic,,,Anton Kiryakov,Bulgaria,,,0.0,2021-07-17T13:45:00,2,0,24,10,12,1,12,9,0,0
Napoli Challenger Cup,SinglesFree,Csaba Banyik,Hungary,,,Johnny  Lombardi,Italy,,,0.0,2021-07-17T13:45:00,2,0,24,7,12,5,12,2,0,0
Napoli Challenger Cup,SinglesFree,Fulvio Gallo,Italy,,,Gabriella Kota,Hungary,,,0.0,2021-07-17T12:30:00,2,0,24,17,12,9,12,8,0,0
Napoli Challenger Cup,SinglesFree,Yassine Sahli,Tunisia,,,Patrik Szatmari,Hungary,,,0.0,2021-07-17T12:30:00,0,2,14,24,3,12,11,12,0,0
Napoli Challenger Cup,SinglesFree,Patrik Szatmari,Hungary,,,Gabriella Kota,Hungary,,,0.0,2021-07-17T10:50:00,2,0,24,13,12,4,12,9,0,0
Napoli Challenger Cup,SinglesFree,Yassine Sahli,Tunisia,,,Fulvio Gallo,Italy,,,0.0,2021-07-17T10:50:00,2,0,24,11,12,4,12,7,0,0
Napoli Challenger Cup,SinglesFree,Patrik Szatmari,Hungary,,,Fulvio Gallo,Italy,,,0.0,2021-07-17T14:10:00,2,1,33,23,12,5,9,12,12,6
Napoli Challenger Cup,SinglesFree,Yassine Sahli,Tunisia,,,Gabriella Kota,Hungary,,,0.0,2021-07-17T14:10:00,2,0,24,15,12,8,12,7,0,0
Napoli Challenger Cup,SinglesFree,Pasquale Errico,Italy,,,Sebastian Csatari,Germany,,,0.0,2021-07-17T12:55:00,2,0,24,10,12,3,12,7,0,0
Napoli Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Zalan Szegedi,Hungary,,,0.0,2021-07-17T12:55:00,2,1,34,24,12,4,10,12,12,8
Napoli Challenger Cup,SinglesFree,Zalan Szegedi,Hungary,,,Sebastian Csatari,Germany,,,0.0,2021-07-17T10:50:00,2,0,24,5,12,2,12,3,0,0
Napoli Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Pasquale Errico,Italy,,,0.0,2021-07-17T10:50:00,2,0,24,11,12,3,12,8,0,0
Napoli Challenger Cup,SinglesFree,Zalan Szegedi,Hungary,,,Pasquale Errico,Italy,,,0.0,2021-07-17T14:35:00,2,0,24,9,12,3,12,6,0,0
Napoli Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Sebastian Csatari,Germany,,,0.0,2021-07-17T14:35:00,2,0,24,11,12,3,12,8,0,0
Napoli Challenger Cup,SinglesFree,Aleksandra Orzechowska,Poland,,,Carmine Lotti,Italy,,,0.0,2021-07-17T13:20:00,0,2,14,24,5,12,9,12,0,0
Napoli Challenger Cup,SinglesFree,Balazs Katz,Hungary,,,Lionel Beyer,France,,,0.0,2021-07-17T13:20:00,2,0,24,20,12,11,12,9,0,0
Napoli Challenger Cup,SinglesFree,Lionel Beyer,France,,,Carmine Lotti,Italy,,,0.0,2021-07-17T11:15:00,2,0,24,9,12,6,12,3,0,0
Napoli Challenger Cup,SinglesFree,Balazs Katz,Hungary,,,Aleksandra Orzechowska,Poland,,,0.0,2021-07-17T11:15:00,2,0,24,4,12,0,12,4,0,0
Napoli Challenger Cup,SinglesFree,Lionel Beyer,France,,,Aleksandra Orzechowska,Poland,,,0.0,2021-07-17T15:00:00,2,0,24,12,12,5,12,7,0,0
Napoli Challenger Cup,SinglesFree,Balazs Katz,Hungary,,,Carmine Lotti,Italy,,,0.0,2021-07-17T15:00:00,2,0,24,2,12,1,12,1,0,0
Napoli Challenger Cup,SinglesFree,Justyna Bartman,Poland,,,Roberto Dello Russo,Italy,,,0.0,2021-07-17T11:40:00,2,0,24,17,12,7,12,10,0,0
Napoli Challenger Cup,SinglesFree,Julien Grondin,France,,,Barna Kovacsfi,Hungary,,,0.0,2021-07-17T11:40:00,2,1,34,22,12,3,10,12,12,7
Napoli Challenger Cup,SinglesFree,Barna Kovacsfi,Hungary,,,Roberto Dello Russo,Italy,,,0.0,2021-07-17T10:00:00,2,0,24,7,12,2,12,5,0,0
Napoli Challenger Cup,SinglesFree,Julien Grondin,France,,,Justyna Bartman,Poland,,,0.0,2021-07-17T10:00:00,2,0,24,3,12,0,12,3,0,0
Napoli Challenger Cup,SinglesFree,Barna Kovacsfi,Hungary,,,Justyna Bartman,Poland,,,0.0,2021-07-17T13:45:00,2,0,24,4,12,4,12,0,0,0
Napoli Challenger Cup,SinglesFree,Julien Grondin,France,,,Roberto Dello Russo,Italy,,,0.0,2021-07-17T13:45:00,2,0,24,2,12,0,12,2,0,0
Napoli Challenger Cup,SinglesFree,Naycho Biserov,Bulgaria,,,Leandro Spina,Italy,,,0.0,2021-07-17T12:05:00,0,2,10,24,3,12,7,12,0,0
Napoli Challenger Cup,SinglesFree,Hugo Rabeux,France,,,Abel  Hegedus,Hungary,,,0.0,2021-07-17T12:05:00,2,0,24,13,12,5,12,8,0,0
Napoli Challenger Cup,SinglesFree,Abel  Hegedus,Hungary,,,Leandro Spina,Italy,,,0.0,2021-07-17T10:25:00,2,0,24,8,12,3,12,5,0,0
Napoli Challenger Cup,SinglesFree,Hugo Rabeux,France,,,Naycho Biserov,Bulgaria,,,0.0,2021-07-17T10:25:00,2,0,24,3,12,0,12,3,0,0
Napoli Challenger Cup,SinglesFree,Abel  Hegedus,Hungary,,,Naycho Biserov,Bulgaria,,,0.0,2021-07-17T14:10:00,2,0,24,9,12,1,12,8,0,0
Napoli Challenger Cup,SinglesFree,Hugo Rabeux,France,,,Leandro Spina,Italy,,,0.0,2021-07-17T14:10:00,2,0,24,2,12,0,12,2,0,0
Napoli Challenger Cup,SinglesFree,Arovetto Lombardi,Italy,,,Agnieszka Rybicka,Poland,,,0.0,2021-07-17T12:55:00,2,0,24,8,12,4,12,4,0,0
Napoli Challenger Cup,SinglesFree,Lukas Flaks,Czech Republic,,,Zsanett Janicsek,Hungary,,,0.0,2021-07-17T12:55:00,2,0,24,14,12,9,12,5,0,0
Napoli Challenger Cup,SinglesFree,Zsanett Janicsek,Hungary,,,Agnieszka Rybicka,Poland,,,0.0,2021-07-17T11:15:00,2,0,24,4,12,3,12,1,0,0
Napoli Challenger Cup,SinglesFree,Lukas Flaks,Czech Republic,,,Arovetto Lombardi,Italy,,,0.0,2021-07-17T11:15:00,2,0,24,16,12,7,12,9,0,0
Napoli Challenger Cup,SinglesFree,Zsanett Janicsek,Hungary,,,Arovetto Lombardi,Italy,,,0.0,2021-07-17T14:35:00,2,1,35,23,11,12,12,5,12,6
Napoli Challenger Cup,SinglesFree,Lukas Flaks,Czech Republic,,,Agnieszka Rybicka,Poland,,,0.0,2021-07-17T14:35:00,2,0,24,8,12,1,12,7,0,0
Napoli Challenger Cup,SinglesFree,Adam Blazsovics,Hungary,,,Petr Bubniak,Czech Republic,,,1.0,2021-07-17T16:00:00,2,0,24,10,12,3,12,7,0,0
Napoli Challenger Cup,SinglesFree,Zalan Szegedi,Hungary,,,Lukas Flaks,Czech Republic,,,1.0,2021-07-17T16:00:00,2,0,24,18,12,11,12,7,0,0
Napoli Challenger Cup,SinglesFree,Balazs Katz,Hungary,,,Yassine Sahli,Tunisia,,,1.0,2021-07-17T16:00:00,2,0,24,13,12,7,12,6,0,0
Napoli Challenger Cup,SinglesFree,Barna Kovacsfi,Hungary,,,Hugo Rabeux,France,,,1.0,2021-07-17T16:00:00,1,2,32,41,2,12,12,9,18,20
