event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
Romanian Challenger Series - Round 2,DoublesFree,Barna Laszlo,Romania,Lorand Bottyan,Romania,Barna Kadar,Romania,Bogdan Aurel Stoica,Romania,0.0,2021-05-09T11:00:00,2,1,26,29,2,12,12,10,12,7
Romanian Challenger Series - Round 2,DoublesFree,David Incze,Romania,Gellert Feleki,Romania,Apor Szocs,Romania,Janos Kis,Romania,0.0,2021-05-09T11:20:00,2,0,24,7,12,3,12,4,0,0
Romanian Challenger Series - Round 2,DoublesFree,Tamas Kovacs,Romania,Zsolt Lazar,Romania,Barna Kadar,Romania,Bogdan Aurel Stoica,Romania,0.0,2021-05-09T11:20:00,2,0,24,10,12,6,12,4,0,0
Romanian Challenger Series - Round 2,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Barna Kadar,Romania,Bogdan Aurel Stoica,Romania,1.0,2021-05-09T14:30:00,2,0,24,6,12,1,12,5,0,0
Romanian Challenger Series - Round 2,DoublesFree,Balazs Gergely,Romania,Ferenc Pap,Romania,David Incze,Romania,Gellert Feleki,Romania,1.0,2021-05-09T14:30:00,2,1,31,31,12,10,7,12,12,9
Romanian Challenger Series - Round 2,DoublesFree,Arnold Szilagyi,Romania,Hunor Kristaly,Romania,Barna Laszlo,Romania,Lorand Bottyan,Romania,1.0,2021-05-09T14:30:00,2,0,24,14,12,6,12,8,0,0
Romanian Challenger Series - Round 2,DoublesFree,Csaba Balazsi,Romania,Tamas Elod,Romania,Tamas Kovacs,Romania,Zsolt Lazar,Romania,1.0,2021-05-09T14:30:00,0,2,14,24,9,12,5,12,0,0
Romanian Challenger Series - Round 2,DoublesMixed,Kriszta Lakatos,Romania,Szabolcs Ilyes,Romania,Evelin Toth,Romania,Hunor Kristaly,Romania,1.0,2021-05-09T13:00:00,2,0,24,10,12,6,12,4,0,0
Romanian Challenger Series - Round 2,DoublesMixed,Boglarka Takacs,Romania,Zsolt Lazar,Romania,Apor Gyorgydeak,Romania,Tunde Miklos,Romania,1.0,2021-05-09T13:00:00,0,2,8,24,6,12,2,12,0,0
Romanian Challenger Series - Round 2,DoublesMixed,Evelin Toth,Romania,Hunor Kristaly,Romania,Boglarka Takacs,Romania,Zsolt Lazar,Romania,1.0,2021-05-09T13:30:00,1,2,29,31,12,7,10,12,7,12
Romanian Challenger Series - Round 2,DoublesMixed,Kriszta Lakatos,Romania,Szabolcs Ilyes,Romania,Apor Gyorgydeak,Romania,Tunde Miklos,Romania,1.0,2021-05-09T14:00:00,1,2,17,34,12,10,1,12,4,12
Romanian Challenger Series - Round 2,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Balazs Gergely,Romania,Ferenc Pap,Romania,1.0,2021-05-09T15:00:00,2,0,24,12,12,5,12,7,0,0
Romanian Challenger Series - Round 2,DoublesFree,Arnold Szilagyi,Romania,Hunor Kristaly,Romania,Tamas Kovacs,Romania,Zsolt Lazar,Romania,1.0,2021-05-09T15:00:00,1,2,27,32,12,8,8,12,7,12
Romanian Challenger Series - Round 2,DoublesFree,Balazs Gergely,Romania,Ferenc Pap,Romania,Arnold Szilagyi,Romania,Hunor Kristaly,Romania,1.0,2021-05-09T15:30:00,1,2,26,35,12,11,9,12,5,12
Romanian Challenger Series - Round 2,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Tamas Kovacs,Romania,Zsolt Lazar,Romania,1.0,2021-05-09T16:00:00,2,0,24,11,12,5,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Grzegorz Staskiewicz,Poland,,Alabama,Olaf Powierza,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,7,12,0,12,7,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Krzysztof Mikulski,Poland,,Alabama,Bartosz  Targas,Poland,,Alabama,0.0,2020-11-13T11:00:00,0,2,19,24,8,12,11,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Patryk Kaminski,Poland,,Alabama,Grzegorz Staskiewicz,Poland,,Alabama,0.0,2020-11-13T10:45:00,2,0,24,17,12,9,12,8,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Grzegorz Staskiewicz,Poland,,Alabama,Krzysztof Mikulski,Poland,,Alabama,0.0,2020-11-13T10:15:00,2,0,24,6,12,2,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Patryk Kaminski,Poland,,Alabama,Olaf Powierza,Poland,,Alabama,0.0,2020-11-13T11:15:00,2,0,24,5,12,3,12,2,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Patryk Kaminski,Poland,,Alabama,Krzysztof Mikulski,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,6,12,4,12,2,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Olaf Powierza,Poland,,Alabama,Bartosz  Targas,Poland,,Alabama,0.0,2020-11-13T10:30:00,0,2,20,24,10,12,10,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Olaf Powierza,Poland,,Alabama,Krzysztof Mikulski,Poland,,Alabama,0.0,0001-01-01T00:00:00,0,2,9,24,6,12,3,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Grzegorz Staskiewicz,Poland,,Alabama,Bartosz  Targas,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,15,12,5,12,10,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Bartosz Januszewski,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,10,12,4,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Franciszek Tusinski,Poland,,Alabama,Franciszek Mrzyglod,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,1,33,25,12,4,9,12,12,9
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Przemyslaw Mistrzak,Poland,,Alabama,Bartosz Januszewski,Poland,,Alabama,0.0,2020-11-13T11:15:00,0,2,14,24,7,12,7,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Franciszek Tusinski,Poland,,Alabama,0.0,2020-11-13T11:00:00,2,0,24,7,12,4,12,3,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Franciszek Tusinski,Poland,,Alabama,Przemyslaw Mistrzak,Poland,,Alabama,0.0,2020-11-13T10:30:00,0,2,9,24,3,12,6,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Franciszek Mrzyglod,Poland,,Alabama,0.0,2020-11-13T10:45:00,2,0,24,7,12,1,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Przemyslaw Mistrzak,Poland,,Alabama,0.0,2020-11-13T10:00:00,2,0,24,14,12,4,12,10,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Franciszek Mrzyglod,Poland,,Alabama,Bartosz Januszewski,Poland,,Alabama,0.0,2020-11-13T10:15:00,1,2,20,34,12,10,4,12,4,12
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Franciszek Mrzyglod,Poland,,Alabama,Przemyslaw Mistrzak,Poland,,Alabama,0.0,0001-01-01T00:00:00,1,2,26,35,12,11,8,12,6,12
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Franciszek Tusinski,Poland,,Alabama,Bartosz Januszewski,Poland,,Alabama,0.0,0001-01-01T00:00:00,0,2,11,24,6,12,5,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,1.0,2020-11-14T12:30:00,2,1,33,25,9,12,12,6,12,7
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Bartosz Januszewski,Poland,Paulina Lezak,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,1.0,2020-11-14T10:30:00,2,0,24,11,12,6,12,5,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Alan Galecki,Poland,Justyna Bartman,Poland,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,1.0,2020-11-13T16:00:00,1,2,27,34,7,12,12,10,8,12
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Bartosz Januszewski,Poland,Paulina Lezak,Poland,1.0,2020-11-13T16:00:00,2,0,24,18,12,8,12,10,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Patryk Kaminski,Poland,,Alabama,Bartosz  Targas,Poland,,Alabama,0.0,2020-11-13T10:00:00,2,0,24,10,12,4,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Bartosz Januszewski,Poland,Paulina Lezak,Poland,Jan Ochedalski,Poland,Nicol Bnyamin,Poland,0.0,2020-11-13T12:30:00,2,0,24,16,12,5,12,11,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Bartlomiej Franczuk,Poland,,Alabama,Radoslaw Pyffel,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,11,12,5,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Karol Ziolkowski,Poland,,Alabama,Radoslaw Pyffel,Poland,,Alabama,0.0,2020-11-13T10:15:00,2,1,32,24,12,6,8,12,12,6
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Bartlomiej Franczuk,Poland,,Alabama,Patryk Kaminski,Poland,,Alabama,1.0,2020-11-13T15:45:00,2,0,24,13,12,6,12,7,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Grzegorz Staskiewicz,Poland,,Alabama,1.0,2020-11-13T15:45:00,2,1,34,20,10,12,12,8,12,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Konrad Nowicki,Poland,,Alabama,Patryk Kaminski,Poland,,Alabama,1.0,2020-11-13T15:30:00,0,2,12,24,5,12,7,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Bartlomiej Franczuk,Poland,,Alabama,Bartosz Januszewski,Poland,,Alabama,1.0,2020-11-13T15:30:00,2,0,24,16,12,11,12,5,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Grzegorz Staskiewicz,Poland,,Alabama,Marek Pokwap,Poland,,Alabama,1.0,2020-11-13T15:30:00,2,0,24,21,12,11,12,10,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Alan Galecki,Poland,,Alabama,1.0,2020-11-13T15:30:00,2,0,24,14,12,5,12,9,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Jan Ochedalski,Poland,,Alabama,Krystian Michalczyk,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,19,12,8,12,11,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Konrad Nowicki,Poland,,Alabama,Marek Pokwap,Poland,,Alabama,0.0,0001-01-01T00:00:00,0,2,17,24,8,12,9,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Paulina Lezak,Poland,,Alabama,Krystian Michalczyk,Poland,,Alabama,0.0,2020-11-13T11:00:00,0,2,15,24,8,12,7,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Jan Ochedalski,Poland,,Alabama,Konrad Nowicki,Poland,,Alabama,0.0,2020-11-13T11:15:00,0,2,12,24,10,12,2,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Konrad Nowicki,Poland,,Alabama,Paulina Lezak,Poland,,Alabama,0.0,2020-11-13T10:30:00,2,0,24,13,12,9,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Jan Ochedalski,Poland,,Alabama,Marek Pokwap,Poland,,Alabama,0.0,2020-11-13T10:45:00,0,2,13,24,7,12,6,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Jan Ochedalski,Poland,,Alabama,Paulina Lezak,Poland,,Alabama,0.0,2020-11-13T10:00:00,2,0,24,8,12,6,12,2,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Marek Pokwap,Poland,,Alabama,Krystian Michalczyk,Poland,,Alabama,0.0,2020-11-13T10:15:00,2,0,24,8,12,5,12,3,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Marek Pokwap,Poland,,Alabama,Paulina Lezak,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,4,12,0,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Konrad Nowicki,Poland,,Alabama,Krystian Michalczyk,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,9,12,5,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Alan Galecki,Poland,,Alabama,Radoslaw Pyffel,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,7,12,3,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Bartlomiej Franczuk,Poland,,Alabama,Karol Ziolkowski,Poland,,Alabama,0.0,0001-01-01T00:00:00,2,0,24,7,12,4,12,3,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Karol Polesiak,Poland,,Alabama,Radoslaw Pyffel,Poland,,Alabama,0.0,2020-11-13T11:00:00,2,0,24,18,12,9,12,9,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Alan Galecki,Poland,,Alabama,Bartlomiej Franczuk,Poland,,Alabama,0.0,2020-11-13T11:15:00,1,2,26,35,12,11,7,12,7,12
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Bartlomiej Franczuk,Poland,,Alabama,Karol Polesiak,Poland,,Alabama,0.0,2020-11-13T10:30:00,2,0,24,14,12,4,12,10,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Alan Galecki,Poland,,Alabama,Karol Ziolkowski,Poland,,Alabama,0.0,2020-11-13T10:45:00,2,0,24,8,12,4,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Alan Galecki,Poland,,Alabama,Karol Polesiak,Poland,,Alabama,0.0,2020-11-13T10:00:00,2,0,24,16,12,10,12,6,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Karol Ziolkowski,Poland,,Alabama,Karol Polesiak,Poland,,Alabama,0.0,0001-01-01T00:00:00,0,2,7,24,3,12,4,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Grzegorz Staskiewicz,Poland,,Alabama,Patryk Kaminski,Poland,,Alabama,1.0,2020-11-14T10:00:00,1,2,33,36,9,12,12,10,12,14
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,Andzelika  Bloch,Poland,Bartosz  Targas,Poland,0.0,2020-11-13T12:30:00,2,1,34,28,10,12,12,7,12,9
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,Jan Ochedalski,Poland,Nicol Bnyamin,Poland,0.0,2020-11-13T12:15:00,2,0,24,9,12,5,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,0.0,2020-11-13T14:00:00,2,0,24,9,12,5,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Alicja Bartnicka,Poland,Nicol Bnyamin,Poland,0.0,2020-11-13T14:15:00,2,0,24,4,12,4,12,0,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Andzelika  Bloch,Poland,Bartosz  Targas,Poland,Bartosz Januszewski,Poland,Paulina Lezak,Poland,0.0,2020-11-13T12:15:00,0,2,18,24,11,12,7,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Alicja Bartnicka,Poland,Nicol Bnyamin,Poland,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,0.0,2020-11-13T13:45:00,0,2,9,24,4,12,5,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Tusinski,Poland,Jan Ochedalski,Poland,Bartosz  Targas,Poland,Grzegorz Staskiewicz,Poland,0.0,2020-11-13T14:15:00,0,2,20,24,9,12,11,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Andzelika  Bloch,Poland,Bartosz  Targas,Poland,Jan Ochedalski,Poland,Nicol Bnyamin,Poland,0.0,2020-11-13T12:00:00,2,1,29,28,12,7,5,12,12,9
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,Bartosz Januszewski,Poland,Paulina Lezak,Poland,0.0,2020-11-13T12:00:00,2,0,24,9,12,5,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,0.0,2020-11-13T12:30:00,2,1,33,27,7,12,12,3,14,12
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Grzegorz Staskiewicz,Poland,Karolina Karpinska,Poland,0.0,2020-11-13T12:15:00,2,1,34,30,12,9,10,12,12,9
Polish Challenger Series - Round 3 | Polish Championships,DoublesMixed,Grzegorz Staskiewicz,Poland,Karolina Karpinska,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,0.0,2020-11-13T12:00:00,0,2,15,24,6,12,9,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,1.0,2020-11-14T13:00:00,2,0,24,13,12,4,12,9,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Alan Galecki,Poland,Mateusz Twarowski,Poland,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,1.0,2020-11-14T11:00:00,2,0,24,12,12,7,12,5,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,1.0,2020-11-13T16:30:00,2,0,24,19,12,10,12,9,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Alan Galecki,Poland,Mateusz Twarowski,Poland,1.0,2020-11-13T16:30:00,2,0,24,13,12,8,12,5,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,Bartosz  Targas,Poland,Grzegorz Staskiewicz,Poland,1.0,2020-11-13T16:15:00,2,1,27,30,12,8,3,12,12,10
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,1.0,2020-11-13T16:15:00,2,0,24,10,12,6,12,4,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Tusinski,Poland,Jan Ochedalski,Poland,Alan Galecki,Poland,Mateusz Twarowski,Poland,1.0,2020-11-13T16:15:00,1,2,30,35,12,11,8,12,10,12
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Konrad Nowicki,Poland,Marek Pokwap,Poland,1.0,2020-11-13T16:15:00,2,0,24,15,12,6,12,9,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Konrad Dzitkowski,Poland,Krystian Michalczyk,Poland,Alan Galecki,Poland,Mateusz Twarowski,Poland,0.0,2020-11-13T14:00:00,0,2,11,24,6,12,5,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,Ewa Kaminska,Poland,Paulina Lezak,Poland,0.0,2020-11-13T13:45:00,2,0,24,9,12,6,12,3,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Alan Galecki,Poland,Mateusz Twarowski,Poland,Ewa Kaminska,Poland,Paulina Lezak,Poland,0.0,2020-11-13T14:30:00,2,0,24,7,12,2,12,5,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,Konrad Dzitkowski,Poland,Krystian Michalczyk,Poland,0.0,2020-11-13T14:30:00,2,0,24,18,12,10,12,8,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Konrad Dzitkowski,Poland,Krystian Michalczyk,Poland,Ewa Kaminska,Poland,Paulina Lezak,Poland,0.0,2020-11-13T14:45:00,2,1,32,23,8,12,12,6,12,5
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Mrzyglod,Poland,Karol Polesiak,Poland,Alan Galecki,Poland,Mateusz Twarowski,Poland,0.0,2020-11-13T14:15:00,0,2,9,24,4,12,5,12,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Konrad Nowicki,Poland,Marek Pokwap,Poland,Andzelika  Bloch,Poland,Karolina Karpinska,Poland,0.0,2020-11-13T14:00:00,2,0,24,11,12,4,12,7,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Konrad Nowicki,Poland,Marek Pokwap,Poland,0.0,2020-11-13T13:45:00,2,1,35,18,11,12,12,3,12,3
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Andzelika  Bloch,Poland,Karolina Karpinska,Poland,0.0,2020-11-13T14:15:00,2,0,24,5,12,2,12,3,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Bartosz  Targas,Poland,Grzegorz Staskiewicz,Poland,Karol Ziolkowski,Poland,Radoslaw Pyffel,Poland,0.0,2020-11-13T13:45:00,2,0,24,15,12,7,12,8,0,0
Polish Challenger Series - Round 3 | Polish Championships,DoublesFree,Franciszek Tusinski,Poland,Jan Ochedalski,Poland,Karol Ziolkowski,Poland,Radoslaw Pyffel,Poland,0.0,2020-11-13T14:00:00,2,0,24,14,12,7,12,7,0,0
Polish Challenger Series - Round 3 | Polish Championships,SinglesFree,Adrian Duszak,Poland,,Alabama,Bartlomiej Franczuk,Poland,,Alabama,1.0,2020-11-14T12:00:00,0,2,9,24,4,12,5,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Rodrigo Bento Medeiros,Brazil,,,0.0,2020-12-19T10:00:00,2,0,24,19,12,11,12,8,0,0
Porto Alegre Challenger Cup,SinglesFree,Paulo Roberto Kendzerski Junior,Brazil,,,Sidney Luan  Alves Martins,Brazil,,,0.0,2020-12-19T10:00:00,2,1,28,24,4,12,12,5,12,7
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Paulo Roberto Kendzerski Junior,Brazil,,,0.0,2020-12-19T10:20:00,2,0,24,7,12,3,12,4,0,0
Porto Alegre Challenger Cup,SinglesFree,Sidney Luan  Alves Martins,Brazil,,,Rodrigo Bento Medeiros,Brazil,,,0.0,2020-12-19T10:20:00,0,2,9,24,4,12,5,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Sidney Luan  Alves Martins,Brazil,,,0.0,2020-12-19T10:40:00,2,0,24,6,12,2,12,4,0,0
Porto Alegre Challenger Cup,SinglesFree,Paulo Roberto Kendzerski Junior,Brazil,,,Rodrigo Bento Medeiros,Brazil,,,0.0,2020-12-19T10:40:00,0,2,16,24,7,12,9,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Apor Gyorgydeak,Romania,,,Rogerio Abreu Da Silveira,Brazil,,,0.0,2020-12-19T11:00:00,2,0,24,6,12,1,12,5,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Silva Da Silveira,Brazil,,,Carlos Vasques,Brazil,,,0.0,2020-12-19T11:00:00,1,2,33,35,10,12,12,10,11,13
Porto Alegre Challenger Cup,SinglesFree,Apor Gyorgydeak,Romania,,,Leonardo Silva Da Silveira,Brazil,,,0.0,2020-12-19T11:20:00,2,0,24,12,12,6,12,6,0,0
Porto Alegre Challenger Cup,SinglesFree,Carlos Vasques,Brazil,,,Rogerio Abreu Da Silveira,Brazil,,,0.0,2020-12-19T11:20:00,2,0,24,8,12,6,12,2,0,0
Porto Alegre Challenger Cup,SinglesFree,Apor Gyorgydeak,Romania,,,Carlos Vasques,Brazil,,,0.0,2020-12-19T11:40:00,2,0,24,11,12,4,12,7,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Silva Da Silveira,Brazil,,,Rogerio Abreu Da Silveira,Brazil,,,0.0,2020-12-19T11:40:00,0,2,19,24,10,12,9,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Maor Ankona,Israel,,,0.0,2020-12-19T12:00:00,2,0,24,5,12,4,12,1,0,0
Porto Alegre Challenger Cup,SinglesFree,Matheus  Ferraz,Brazil,,,Marcos Vieira,Brazil,,,0.0,2020-12-19T12:00:00,0,2,15,24,7,12,8,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Matheus  Ferraz,Brazil,,,0.0,2020-12-19T12:20:00,2,1,35,25,12,6,11,12,12,7
Porto Alegre Challenger Cup,SinglesFree,Marcos Vieira,Brazil,,,Maor Ankona,Israel,,,0.0,2020-12-19T12:20:00,2,0,24,8,12,4,12,4,0,0
Porto Alegre Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Marcos Vieira,Brazil,,,0.0,2020-12-19T12:40:00,1,2,30,30,8,12,12,6,10,12
Porto Alegre Challenger Cup,SinglesFree,Matheus  Ferraz,Brazil,,,Maor Ankona,Israel,,,0.0,2020-12-19T12:40:00,2,0,24,11,12,6,12,5,0,0
Porto Alegre Challenger Cup,SinglesFree,Refael  Ankona,Israel,,,Marlon Rodrigues,Brazil,,,0.0,2020-12-19T13:00:00,0,2,11,24,3,12,8,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Xicote Simplicio Uchoa,Brazil,,,Joao Paulo  Farias,Brazil,,,0.0,2020-12-19T13:00:00,2,1,31,35,12,11,5,12,14,12
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Marlon Rodrigues,Brazil,,,0.0,2020-12-19T13:20:00,2,0,24,12,12,4,12,8,0,0
Porto Alegre Challenger Cup,SinglesFree,Refael  Ankona,Israel,,,Xicote Simplicio Uchoa,Brazil,,,0.0,2020-12-19T13:20:00,1,2,33,30,12,5,10,12,11,13
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Joao Paulo  Farias,Brazil,,,0.0,2020-12-19T13:40:00,2,0,24,7,12,5,12,2,0,0
Porto Alegre Challenger Cup,SinglesFree,Xicote Simplicio Uchoa,Brazil,,,Marlon Rodrigues,Brazil,,,0.0,2020-12-19T13:40:00,0,2,19,24,10,12,9,12,0,0
